TransactionId,BatchId,AccountId,SubscriptionId,CustomerId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult
TransactionId_26939,BatchId_63496,AccountId_1765,SubscriptionId_2004,CustomerId_2154,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-12-15T11:14:43Z,2,0
TransactionId_46788,BatchId_81875,AccountId_217,SubscriptionId_274,CustomerId_541,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1400,1400,2018-12-15T11:15:00Z,2,0
TransactionId_58359,BatchId_134611,AccountId_1746,SubscriptionId_136,CustomerId_2135,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-12-15T11:15:01Z,2,0
TransactionId_125995,BatchId_73579,AccountId_4841,SubscriptionId_3829,CustomerId_541,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-28,28,2018-12-15T11:15:12Z,2,0
TransactionId_124492,BatchId_113372,AccountId_2782,SubscriptionId_4245,CustomerId_3203,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:17:27Z,4,0
TransactionId_65098,BatchId_125266,AccountId_4841,SubscriptionId_3829,CustomerId_3203,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T11:17:43Z,2,0
TransactionId_45712,BatchId_19444,AccountId_4840,SubscriptionId_3829,CustomerId_3203,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T11:17:45Z,2,0
TransactionId_31664,BatchId_119621,AccountId_3013,SubscriptionId_4519,CustomerId_3438,UGX,256,ProviderId_3,ProductId_15,financial_services,ChannelId_3,5000,5000,2018-12-15T11:20:22Z,2,0
TransactionId_20208,BatchId_128898,AccountId_4313,SubscriptionId_1954,CustomerId_4768,UGX,256,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,2000,2660,2018-12-15T11:21:14Z,2,0
TransactionId_1894,BatchId_122741,AccountId_4219,SubscriptionId_1940,CustomerId_4672,UGX,256,ProviderId_3,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:21:35Z,1,0
TransactionId_113915,BatchId_122741,AccountId_4219,SubscriptionId_1940,CustomerId_4672,UGX,256,ProviderId_3,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:22:01Z,1,0
TransactionId_57795,BatchId_55037,AccountId_2645,SubscriptionId_3286,CustomerId_3063,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:22:12Z,4,0
TransactionId_91442,BatchId_47217,AccountId_4841,SubscriptionId_3829,CustomerId_3063,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T11:22:29Z,2,0
TransactionId_140069,BatchId_72221,AccountId_3307,SubscriptionId_3893,CustomerId_3737,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-12-15T11:23:17Z,2,0
TransactionId_8525,BatchId_122741,AccountId_4219,SubscriptionId_1940,CustomerId_4672,UGX,256,ProviderId_3,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:24:25Z,1,0
TransactionId_116813,BatchId_25091,AccountId_4841,SubscriptionId_3829,CustomerId_4672,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T11:24:50Z,2,0
TransactionId_80494,BatchId_27802,AccountId_3091,SubscriptionId_3317,CustomerId_3517,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,5000,5000,2018-12-15T11:25:28Z,2,0
TransactionId_50985,BatchId_17310,AccountId_4421,SubscriptionId_4038,CustomerId_4878,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,80000,80000,2018-12-15T11:25:41Z,2,0
TransactionId_134654,BatchId_121739,AccountId_4421,SubscriptionId_4038,CustomerId_4878,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,1000,1000,2018-12-15T11:26:47Z,2,0
TransactionId_233,BatchId_98600,AccountId_1535,SubscriptionId_3786,CustomerId_1908,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,600,600,2018-12-15T11:29:56Z,2,0
TransactionId_34439,BatchId_26785,AccountId_3020,SubscriptionId_2773,CustomerId_3445,UGX,256,ProviderId_5,ProductId_11,data_bundles,ChannelId_3,1000,1000,2018-12-15T11:30:05Z,4,0
TransactionId_139057,BatchId_30800,AccountId_4841,SubscriptionId_3829,CustomerId_1908,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-30,30,2018-12-15T11:30:32Z,2,0
TransactionId_72477,BatchId_44705,AccountId_1873,SubscriptionId_2964,CustomerId_2266,UGX,256,ProviderId_3,ProductId_15,financial_services,ChannelId_3,1000000,1000000,2018-12-15T11:31:13Z,2,0
TransactionId_37554,BatchId_119882,AccountId_4841,SubscriptionId_3829,CustomerId_3445,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-12-15T11:32:30Z,2,0
TransactionId_35399,BatchId_125043,AccountId_2782,SubscriptionId_4245,CustomerId_3203,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,5000,5000,2018-12-15T11:32:43Z,2,0
TransactionId_63591,BatchId_80349,AccountId_901,SubscriptionId_487,CustomerId_1250,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,2000,2000,2018-12-15T11:40:42Z,2,0
TransactionId_20664,BatchId_94592,AccountId_4841,SubscriptionId_3829,CustomerId_1250,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-12-15T11:40:58Z,2,0
TransactionId_50112,BatchId_95125,AccountId_2797,SubscriptionId_1078,CustomerId_3218,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,100000,100000,2018-12-15T11:41:30Z,2,0
TransactionId_110613,BatchId_26674,AccountId_2797,SubscriptionId_1078,CustomerId_3218,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,100000,100000,2018-12-15T11:44:50Z,2,0
TransactionId_132228,BatchId_37000,AccountId_1336,SubscriptionId_1035,CustomerId_1699,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,20000,20000,2018-12-15T11:46:29Z,2,0
TransactionId_46424,BatchId_5502,AccountId_4841,SubscriptionId_3829,CustomerId_1699,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T11:46:42Z,2,0
TransactionId_12103,BatchId_76049,AccountId_2645,SubscriptionId_3286,CustomerId_3063,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,5000,5000,2018-12-15T11:46:55Z,2,0
TransactionId_43384,BatchId_132164,AccountId_2396,SubscriptionId_2451,CustomerId_2810,UGX,256,ProviderId_3,ProductId_20,ticket,ChannelId_3,160000,160000,2018-12-15T11:47:16Z,1,0
TransactionId_83521,BatchId_6565,AccountId_581,SubscriptionId_635,CustomerId_919,UGX,256,ProviderId_3,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:47:39Z,1,0
TransactionId_118906,BatchId_6565,AccountId_581,SubscriptionId_635,CustomerId_919,UGX,256,ProviderId_3,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:48:03Z,1,0
TransactionId_87609,BatchId_86178,AccountId_2797,SubscriptionId_1078,CustomerId_3218,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-12-15T11:49:16Z,2,0
TransactionId_67201,BatchId_53950,AccountId_4841,SubscriptionId_3829,CustomerId_3218,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-12-15T11:49:56Z,2,0
TransactionId_111697,BatchId_51036,AccountId_4840,SubscriptionId_3829,CustomerId_3218,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T11:49:58Z,2,0
TransactionId_134820,BatchId_13310,AccountId_581,SubscriptionId_635,CustomerId_919,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T11:50:47Z,4,0
TransactionId_56670,BatchId_99398,AccountId_4841,SubscriptionId_3829,CustomerId_919,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T11:51:09Z,2,0
TransactionId_94690,BatchId_72474,AccountId_4840,SubscriptionId_3829,CustomerId_919,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T11:51:10Z,2,0
TransactionId_119342,BatchId_124226,AccountId_2645,SubscriptionId_3286,CustomerId_3063,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,3000,3000,2018-12-15T11:51:42Z,2,0
TransactionId_140256,BatchId_33444,AccountId_1336,SubscriptionId_1035,CustomerId_1699,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000,10000,2018-12-15T11:52:14Z,2,0
TransactionId_93058,BatchId_107731,AccountId_4841,SubscriptionId_3829,CustomerId_1699,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T11:52:24Z,2,0
TransactionId_45218,BatchId_105722,AccountId_4421,SubscriptionId_4038,CustomerId_4878,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,200000,200000,2018-12-15T11:57:21Z,2,0
TransactionId_30951,BatchId_29624,AccountId_1336,SubscriptionId_1035,CustomerId_1699,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000,10000,2018-12-15T11:59:01Z,2,0
TransactionId_33722,BatchId_93566,AccountId_4841,SubscriptionId_3829,CustomerId_1699,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200,200,2018-12-15T11:59:17Z,2,0
TransactionId_50230,BatchId_108149,AccountId_2783,SubscriptionId_3524,CustomerId_3204,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,6500,6500,2018-12-15T11:59:43Z,2,0
TransactionId_31230,BatchId_126376,AccountId_901,SubscriptionId_487,CustomerId_1250,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-12-15T12:00:12Z,2,0
TransactionId_81565,BatchId_82402,AccountId_4841,SubscriptionId_3829,CustomerId_1250,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-12-15T12:00:42Z,2,0
TransactionId_103057,BatchId_15763,AccountId_2797,SubscriptionId_1078,CustomerId_3218,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,2000,2000,2018-12-15T12:01:30Z,2,0
TransactionId_33001,BatchId_12235,AccountId_4841,SubscriptionId_3829,CustomerId_3218,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-12-15T12:01:54Z,2,0
TransactionId_133661,BatchId_60578,AccountId_3933,SubscriptionId_3115,CustomerId_4380,UGX,256,ProviderId_5,ProductId_10,airtime,ChannelId_3,10000,10000,2018-12-15T12:08:10Z,4,0
TransactionId_10318,BatchId_102912,AccountId_1124,SubscriptionId_2989,CustomerId_1481,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,500,500,2018-12-15T12:09:04Z,2,0
TransactionId_20220,BatchId_102912,AccountId_1124,SubscriptionId_2989,CustomerId_1481,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,500,500,2018-12-15T12:09:04Z,2,0
TransactionId_99001,BatchId_136107,AccountId_3481,SubscriptionId_4588,CustomerId_3917,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,10000,10000,2018-12-15T12:09:16Z,2,0
TransactionId_24845,BatchId_21876,AccountId_3448,SubscriptionId_4670,CustomerId_3883,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_1,90000,90000,2018-12-15T12:10:36Z,2,0
TransactionId_109880,BatchId_25840,AccountId_4841,SubscriptionId_3829,CustomerId_4380,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T12:11:09Z,2,0
TransactionId_116651,BatchId_99954,AccountId_1367,SubscriptionId_2252,CustomerId_1731,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,4000,4000,2018-12-15T12:11:45Z,2,0
TransactionId_39545,BatchId_132037,AccountId_4421,SubscriptionId_4038,CustomerId_4878,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,80000,80000,2018-12-15T12:12:17Z,2,0
TransactionId_40711,BatchId_38411,AccountId_4841,SubscriptionId_3829,CustomerId_1731,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-12-15T12:12:19Z,2,0
TransactionId_103893,BatchId_18734,AccountId_3092,SubscriptionId_1370,CustomerId_3519,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,2000,2000,2018-12-15T12:12:24Z,2,0
TransactionId_16688,BatchId_72981,AccountId_3448,SubscriptionId_4670,CustomerId_3883,UGX,256,ProviderId_6,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T12:14:14Z,2,0
TransactionId_68216,BatchId_27375,AccountId_4841,SubscriptionId_3829,CustomerId_3883,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T12:14:25Z,2,0
TransactionId_14343,BatchId_18817,AccountId_4840,SubscriptionId_3829,CustomerId_3883,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T12:14:27Z,2,0
TransactionId_115915,BatchId_90230,AccountId_10,SubscriptionId_4346,CustomerId_3432,UGX,256,ProviderId_4,ProductId_4,airtime,ChannelId_5,-1000,1000,2018-12-15T12:16:41Z,4,0
TransactionId_64248,BatchId_20,AccountId_4421,SubscriptionId_4038,CustomerId_4878,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,80000,80000,2018-12-15T12:16:45Z,2,0
TransactionId_31700,BatchId_2710,AccountId_4841,SubscriptionId_3829,CustomerId_4878,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1600,1600,2018-12-15T12:16:58Z,2,0
TransactionId_64744,BatchId_85806,AccountId_2291,SubscriptionId_3403,CustomerId_2705,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,160000,160000,2018-12-15T12:19:22Z,4,0
TransactionId_102654,BatchId_99516,AccountId_3155,SubscriptionId_4098,CustomerId_3581,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,480000,480000,2018-12-15T12:20:35Z,4,0
TransactionId_98139,BatchId_26960,AccountId_986,SubscriptionId_2225,CustomerId_1335,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1400,1400,2018-12-15T12:21:13Z,2,0
TransactionId_104621,BatchId_7656,AccountId_4841,SubscriptionId_3829,CustomerId_1335,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-70,70,2018-12-15T12:21:43Z,2,0
TransactionId_110685,BatchId_7232,AccountId_3155,SubscriptionId_4098,CustomerId_3581,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,400000,400000,2018-12-15T12:22:48Z,4,0
TransactionId_121419,BatchId_91151,AccountId_4841,SubscriptionId_3829,CustomerId_3581,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T12:23:10Z,2,0
TransactionId_108220,BatchId_41391,AccountId_4840,SubscriptionId_3829,CustomerId_3581,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T12:23:11Z,2,0
TransactionId_139801,BatchId_4863,AccountId_2672,SubscriptionId_2656,CustomerId_3091,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1400,1400,2018-12-15T12:24:24Z,2,0
TransactionId_88614,BatchId_103814,AccountId_575,SubscriptionId_4369,CustomerId_912,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_3,4000,4000,2018-12-15T12:26:57Z,4,0
TransactionId_28848,BatchId_98759,AccountId_2645,SubscriptionId_3286,CustomerId_3063,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,2000,2000,2018-12-15T12:27:41Z,2,0
TransactionId_15754,BatchId_84617,AccountId_4841,SubscriptionId_3829,CustomerId_912,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200,200,2018-12-15T12:27:48Z,2,0
TransactionId_111865,BatchId_122337,AccountId_3390,SubscriptionId_1956,CustomerId_3824,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,5000,5000,2018-12-15T12:28:02Z,4,0
TransactionId_86431,BatchId_53564,AccountId_4351,SubscriptionId_3904,CustomerId_4808,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_1,80000,80000,2018-12-15T12:28:40Z,4,0
TransactionId_113026,BatchId_92215,AccountId_4841,SubscriptionId_3829,CustomerId_3824,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-250,250,2018-12-15T12:28:53Z,2,0
TransactionId_113052,BatchId_41916,AccountId_4841,SubscriptionId_3829,CustomerId_4808,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T12:29:02Z,2,0
TransactionId_4608,BatchId_47463,AccountId_4360,SubscriptionId_3081,CustomerId_4817,UGX,256,ProviderId_5,ProductId_4,airtime,ChannelId_3,5000,5000,2018-12-15T12:29:03Z,4,0
TransactionId_87945,BatchId_55534,AccountId_4840,SubscriptionId_3829,CustomerId_4808,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T12:29:04Z,2,0
TransactionId_138594,BatchId_99467,AccountId_4841,SubscriptionId_3829,CustomerId_4817,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-250,250,2018-12-15T12:29:24Z,2,0
TransactionId_136121,BatchId_10085,AccountId_2396,SubscriptionId_2451,CustomerId_2810,UGX,256,ProviderId_6,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T12:38:02Z,2,0
TransactionId_12217,BatchId_88078,AccountId_1447,SubscriptionId_440,CustomerId_1815,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1100,1100,2018-12-15T12:38:41Z,2,0
TransactionId_49268,BatchId_64626,AccountId_2396,SubscriptionId_2451,CustomerId_2810,UGX,256,ProviderId_6,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T12:39:31Z,2,0
TransactionId_99997,BatchId_15225,AccountId_1447,SubscriptionId_440,CustomerId_1815,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1290,1290,2018-12-15T12:42:23Z,2,0
TransactionId_54369,BatchId_106621,AccountId_4841,SubscriptionId_3829,CustomerId_1815,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-55,55,2018-12-15T12:42:56Z,2,0
TransactionId_67107,BatchId_20104,AccountId_4410,SubscriptionId_1438,CustomerId_4867,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,3000,3000,2018-12-15T12:44:02Z,2,0
TransactionId_50247,BatchId_75316,AccountId_3101,SubscriptionId_2844,CustomerId_3528,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,100000,100000,2018-12-15T12:51:39Z,2,0
TransactionId_26169,BatchId_85826,AccountId_1363,SubscriptionId_4646,CustomerId_1726,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,5000,5000,2018-12-15T12:51:55Z,2,0
TransactionId_133506,BatchId_36520,AccountId_2797,SubscriptionId_1078,CustomerId_3218,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-12-15T12:53:13Z,2,0
TransactionId_15743,BatchId_97329,AccountId_4841,SubscriptionId_3829,CustomerId_3218,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-12-15T12:53:25Z,2,0
TransactionId_122902,BatchId_59812,AccountId_2016,SubscriptionId_2309,CustomerId_2417,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,5000,5000,2018-12-15T12:54:52Z,2,0
TransactionId_91730,BatchId_13327,AccountId_3124,SubscriptionId_901,CustomerId_3551,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,3000,3000,2018-12-15T13:01:44Z,2,0
TransactionId_140189,BatchId_38846,AccountId_901,SubscriptionId_487,CustomerId_1250,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,2000,2000,2018-12-15T13:03:48Z,2,0
TransactionId_74090,BatchId_110381,AccountId_4841,SubscriptionId_3829,CustomerId_1250,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-12-15T13:04:15Z,2,0
TransactionId_75335,BatchId_48330,AccountId_3101,SubscriptionId_2844,CustomerId_3528,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,10000,10000,2018-12-15T13:08:20Z,2,0
TransactionId_91367,BatchId_30911,AccountId_318,SubscriptionId_3087,CustomerId_647,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-12-15T13:08:24Z,2,0
TransactionId_58365,BatchId_48562,AccountId_4841,SubscriptionId_3829,CustomerId_647,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-12-15T13:08:51Z,2,0
TransactionId_116122,BatchId_73397,AccountId_3925,SubscriptionId_351,CustomerId_4371,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,20000,20000,2018-12-15T13:09:17Z,2,0
TransactionId_13599,BatchId_20738,AccountId_4841,SubscriptionId_3829,CustomerId_4371,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200,200,2018-12-15T13:09:43Z,2,0
TransactionId_80305,BatchId_136011,AccountId_1394,SubscriptionId_374,CustomerId_1758,UGX,256,ProviderId_5,ProductId_1,airtime,ChannelId_3,1000,1000,2018-12-15T13:09:47Z,4,0
TransactionId_890,BatchId_91989,AccountId_1489,SubscriptionId_4486,CustomerId_1859,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,500,500,2018-12-15T13:10:06Z,2,0
TransactionId_64876,BatchId_5170,AccountId_4841,SubscriptionId_3829,CustomerId_1758,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-12-15T13:10:11Z,2,0
TransactionId_88176,BatchId_51782,AccountId_3149,SubscriptionId_1347,CustomerId_3575,UGX,256,ProviderId_5,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T13:11:40Z,4,0
TransactionId_59366,BatchId_17611,AccountId_3149,SubscriptionId_1347,CustomerId_3575,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,5000,5000,2018-12-15T13:12:44Z,2,0
TransactionId_104371,BatchId_118676,AccountId_4841,SubscriptionId_3829,CustomerId_3575,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T13:14:04Z,2,0
TransactionId_71689,BatchId_83322,AccountId_3441,SubscriptionId_3150,CustomerId_3876,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-12-15T13:14:18Z,2,0
TransactionId_69015,BatchId_122508,AccountId_1489,SubscriptionId_4486,CustomerId_1859,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,500,500,2018-12-15T13:14:21Z,2,0
TransactionId_125489,BatchId_95984,AccountId_4841,SubscriptionId_3829,CustomerId_1859,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25,25,2018-12-15T13:14:36Z,2,0
TransactionId_128743,BatchId_117298,AccountId_4840,SubscriptionId_3829,CustomerId_1859,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T13:14:38Z,2,0
TransactionId_868,BatchId_97018,AccountId_4841,SubscriptionId_3829,CustomerId_3876,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25,25,2018-12-15T13:14:46Z,2,0
TransactionId_139677,BatchId_85722,AccountId_1950,SubscriptionId_220,CustomerId_2344,UGX,256,ProviderId_1,ProductId_20,ticket,ChannelId_1,80000,80000,2018-12-15T13:18:29Z,4,0
TransactionId_75506,BatchId_35343,AccountId_4841,SubscriptionId_3829,CustomerId_2344,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T13:19:03Z,2,0
TransactionId_120991,BatchId_3068,AccountId_4840,SubscriptionId_3829,CustomerId_2344,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-12-15T13:19:04Z,2,0
TransactionId_22094,BatchId_74164,AccountId_2797,SubscriptionId_1078,CustomerId_3218,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,2000,2000,2018-12-15T13:21:06Z,2,0
TransactionId_69596,BatchId_116200,AccountId_4841,SubscriptionId_3829,CustomerId_3218,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-12-15T13:21:34Z,2,0
TransactionId_96234,BatchId_30974,AccountId_3988,SubscriptionId_982,CustomerId_4438,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000,10000,2018-12-15T13:22:58Z,2,0
TransactionId_79771,BatchId_82406,AccountId_4841,SubscriptionId_3829,CustomerId_4438,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-5000,5000,2018-12-15T13:23:12Z,2,0
TransactionId_9889,BatchId_59013,AccountId_4608,SubscriptionId_2180,CustomerId_5074,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-12-15T13:24:59Z,2,0
TransactionId_64859,BatchId_76140,AccountId_4841,SubscriptionId_3829,CustomerId_5074,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-12-15T13:25:11Z,2,0
TransactionId_127978,BatchId_55232,AccountId_2443,SubscriptionId_3526,CustomerId_2859,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,1000,1000,2018-12-15T13:27:47Z,2,0
TransactionId_58444,BatchId_86985,AccountId_2997,SubscriptionId_3510,CustomerId_3422,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,1000,1000,2018-12-15T13:30:39Z,2,0
TransactionId_110910,BatchId_101394,AccountId_4841,SubscriptionId_3829,CustomerId_3422,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-12-15T13:30:55Z,2,0
TransactionId_119032,BatchId_34760,AccountId_3155,SubscriptionId_4098,CustomerId_3581,UGX,256,ProviderId_6,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T13:31:05Z,2,0
TransactionId_53306,BatchId_80062,AccountId_901,SubscriptionId_487,CustomerId_1250,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,20000,20000,2018-12-15T13:31:14Z,2,0
TransactionId_137427,BatchId_66572,AccountId_3155,SubscriptionId_4098,CustomerId_3581,UGX,256,ProviderId_6,ProductId_20,ticket,ChannelId_3,80000,80000,2018-12-15T13:32:32Z,2,0
TransactionId_137811,BatchId_132161,AccountId_2669,SubscriptionId_2002,CustomerId_3088,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,5000,5000,2018-12-15T13:32:48Z,2,0
TransactionId_36436,BatchId_65339,AccountId_4841,SubscriptionId_3829,CustomerId_3088,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-12-15T13:33:05Z,2,0
TransactionId_121133,BatchId_125360,AccountId_1329,SubscriptionId_4173,CustomerId_1692,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,500,500,2018-12-15T13:33:34Z,2,0
